timestamp,battery,current,irradiance,panel_tilt,power,temperature,voltage
2025-05-06T21:59:14.926000,,,,28.1,,,
2025-05-06T21:59:19.925000,,4.16,839.37,,51.81,,12.67
2025-05-06T21:59:19.926000,81.76,,,,,39.14,
2025-05-06T21:59:19.927000,,,,69.35,,,
2025-05-06T21:59:24.929000,,2.57,,,,,12.71
2025-05-06T21:59:24.930000,,,,,35.04,,
2025-05-06T21:59:24.931000,,,508.15,,,30.99,
2025-05-06T21:59:24.932000,20.54,,,56.04,,,
2025-05-06T21:59:29.934000,,2.7,,,,,13.83
2025-05-06T21:59:29.935000,,,,,40.77,,
2025-05-06T21:59:29.936000,,,414.27,,,,
2025-05-06T21:59:29.937000,,,,,,22.69,
2025-05-06T21:59:29.938000,26.43,,,,,,
2025-05-06T21:59:29.939000,,,,88.0,,,
2025-05-06T21:59:34.940000,,,,,,,11.32
2025-05-06T21:59:34.941000,,3.3,,,36.55,,
2025-05-06T21:59:34.942000,,,331.75,,,24.43,
2025-05-06T21:59:34.943000,51.95,,,,,,
2025-05-06T21:59:34.944000,,,,70.88,,,
2025-05-06T21:59:39.943000,,2.2,,,21.82,,11.52
2025-05-06T21:59:39.945000,,,352.5,,,21.83,
2025-05-06T21:59:39.946000,85.5,,,6.86,,,
2025-05-06T21:59:44.948000,,4.72,415.19,,66.73,,13.61
2025-05-06T21:59:44.949000,,,,,,34.28,
2025-05-06T21:59:44.950000,85.31,,,,,,
2025-05-06T21:59:44.951000,,,,40.42,,,
2025-05-06T21:59:49.953000,,2.34,,,,,11.1
2025-05-06T21:59:49.954000,,,,,21.36,,
2025-05-06T21:59:49.955000,,,909.63,,,,
2025-05-06T21:59:49.956000,92.17,,,,,29.02,
2025-05-06T21:59:49.957000,,,,66.66,,,
2025-05-06T21:59:54.958000,,3.15,,,,,12.19
2025-05-06T21:59:54.959000,,,365.62,,38.32,,
2025-05-06T21:59:54.960000,29.51,,,,,29.98,
2025-05-06T21:59:54.961000,,,,2.26,,,
2025-05-06T21:59:59.963000,,4.77,,,,,12.94
2025-05-06T21:59:59.964000,,,,,66.52,,
2025-05-06T21:59:59.965000,,,907.44,,,,
2025-05-06T21:59:59.966000,,,,,,29.11,
2025-05-06T21:59:59.967000,55.35,,,77.93,,,
2025-05-06T22:00:04.969000,,4.81,,,62.99,,13.43
2025-05-06T22:00:04.970000,,,419.3,,,,
2025-05-06T22:00:04.971000,,,,,,39.41,
2025-05-06T22:00:04.972000,51.22,,,,,,
2025-05-06T22:00:04.973000,,,,73.84,,,
2025-05-06T22:00:09.973000,,3.6,,,46.35,,12.22
2025-05-06T22:00:09.974000,38.73,,286.12,,,23.24,
2025-05-06T22:00:09.975000,,,,87.28,,,
2025-05-06T22:00:14.976000,,2.79,,,,,13.03
2025-05-06T22:00:14.977000,,,,,36.56,,
2025-05-06T22:00:14.978000,,,473.13,,,,
2025-05-06T22:00:14.979000,72.47,,,,,36.77,
2025-05-06T22:00:14.981000,,,,85.13,,,
2025-05-06T22:00:19.983000,,3.89,,,43.49,,11.0
2025-05-06T22:00:19.984000,,,977.86,,,30.57,
2025-05-06T22:00:19.985000,97.28,,,35.83,,,
2025-05-06T22:00:24.987000,,2.05,,,21.66,,12.73
2025-05-06T22:00:24.988000,23.69,,351.33,,,27.85,
2025-05-06T22:00:24.989000,,,,37.99,,,
2025-05-06T22:00:29.993000,,,,,,,10.51
2025-05-06T22:00:29.996000,,2.76,,,,,
2025-05-06T22:00:29.997000,,,,,24.05,,
2025-05-06T22:00:30.010000,63.72,,403.54,,,36.14,
2025-05-06T22:00:30.012000,,,,46.62,,,
2025-05-06T22:00:35.016000,,4.27,,,,,13.1
2025-05-06T22:00:35.017000,,,,,51.1,,
2025-05-06T22:00:35.018000,63.91,,584.01,,,29.79,
2025-05-06T22:00:35.019000,,,,80.56,,,
2025-05-06T22:00:40.019000,,4.77,,,53.76,,11.22
2025-05-06T22:00:40.020000,76.02,,936.98,81.94,,33.14,
2025-05-06T22:00:45.022000,,,,,,,11.51
2025-05-06T22:00:45.024000,,2.24,,,27.56,,
2025-05-06T22:00:45.025000,47.93,,523.19,,,33.55,
2025-05-06T22:00:45.026000,,,,75.84,,,
2025-05-06T22:00:50.028000,,4.62,,,64.03,,13.51
2025-05-06T22:00:50.029000,,,610.77,,,30.34,
2025-05-06T22:00:50.030000,65.83,,,75.19,,,
2025-05-06T22:00:55.032000,,4.49,,,,,12.13
2025-05-06T22:00:55.033000,,,513.26,,59.39,,
2025-05-06T22:00:55.034000,67.11,,,74.33,,34.52,
2025-05-06T22:01:00.036000,,,,,,,10.65
2025-05-06T22:01:00.037000,,3.35,,,37.74,,
2025-05-06T22:01:00.038000,95.24,,396.96,,,36.95,
2025-05-06T22:01:00.039000,,,,56.43,,,
2025-05-06T22:01:05.046000,,,,,,,10.55
2025-05-06T22:01:05.050000,,4.45,,,,,
2025-05-06T22:01:05.054000,,,,,47.37,,
2025-05-06T22:01:05.055000,,,374.26,,,,
2025-05-06T22:01:05.060000,71.86,,,,,36.63,
2025-05-06T22:01:05.061000,,,,16.91,,,
2025-05-06T22:01:10.060000,,3.85,739.0,,47.78,,12.94
2025-05-06T22:01:10.061000,65.26,,,,,36.05,
2025-05-06T22:01:10.062000,,,,84.98,,,
2025-05-06T22:01:15.064000,,2.81,894.77,,30.65,,11.7
2025-05-06T22:01:15.079000,,,,36.7,,,
2025-05-06T22:01:15.080000,,,,,,28.76,
2025-05-06T22:01:15.081000,67.77,,,,,,
2025-05-06T22:01:20.067000,,4.84,,,59.0,,12.17
2025-05-06T22:01:20.068000,,,254.27,,,35.1,
2025-05-06T22:01:20.069000,57.22,,,57.36,,,
2025-05-06T22:01:25.071000,,2.52,,,,,13.76
2025-05-06T22:01:25.072000,,,,,37.17,,
2025-05-06T22:01:25.073000,,,802.48,,,,
2025-05-06T22:01:25.075000,,,,,,26.64,
2025-05-06T22:01:25.076000,79.58,,,86.31,,,
2025-05-06T22:01:30.079000,,,,,,,11.66
2025-05-06T22:01:30.080000,,2.98,,,,,
2025-05-06T22:01:30.081000,,,584.82,,30.4,,
2025-05-06T22:01:30.082000,44.81,,,,,38.33,
2025-05-06T22:01:30.083000,,,,45.78,,,
2025-05-06T22:01:35.084000,,,,,,,11.98
2025-05-06T22:01:35.085000,,4.65,,,59.83,,
2025-05-06T22:01:35.086000,69.09,,409.05,72.07,,27.79,
2025-05-06T22:01:40.078000,,2.81,,,40.39,,13.33
2025-05-06T22:01:40.079000,,,774.82,,,22.21,
2025-05-06T22:01:40.080000,85.94,,,58.21,,,
2025-05-06T22:01:45.084000,,,,,,,13.95
2025-05-06T22:01:45.088000,,3.46,,,,,
2025-05-06T22:01:45.090000,,,,,47.87,,
2025-05-06T22:01:45.091000,,,881.88,,,,
2025-05-06T22:01:45.095000,,,,,,26.62,
2025-05-06T22:01:45.096000,74.05,,,69.79,,,
2025-05-06T22:01:50.100000,,4.45,,,,,12.02
2025-05-06T22:01:50.101000,,,,,55.85,,
2025-05-06T22:01:50.102000,,,985.92,,,28.95,
2025-05-06T22:01:50.103000,75.36,,,25.48,,,
2025-05-06T22:01:55.105000,,4.14,,,,,11.37
2025-05-06T22:01:55.106000,,,453.3,,51.28,,
2025-05-06T22:01:55.107000,38.08,,,82.76,,36.19,
2025-05-06T22:02:00.108000,,,,,,,12.29
2025-05-06T22:02:00.109000,,4.35,,,53.65,,
2025-05-06T22:02:00.110000,82.51,,257.33,,,29.36,
2025-05-06T22:02:00.111000,,,,41.48,,,
2025-05-06T22:02:05.113000,,3.59,,,,,12.2
2025-05-06T22:02:05.114000,,,,,42.08,,
2025-05-06T22:02:05.115000,,,488.59,,,21.41,
2025-05-06T22:02:05.116000,94.39,,,25.06,,,
2025-05-06T22:02:10.125000,,3.08,425.88,,45.01,,13.0
2025-05-06T22:02:10.126000,58.04,,,70.77,,28.48,
2025-05-06T22:02:15.129000,,3.89,489.15,,57.68,,14.03
2025-05-06T22:02:15.130000,23.15,,,16.8,,20.66,
2025-05-06T22:02:20.133000,,2.84,960.07,,36.67,,12.9
2025-05-06T22:02:20.134000,50.73,,,,,31.16,
2025-05-06T22:02:20.135000,,,,26.51,,,
2025-05-06T22:02:25.137000,,2.26,,,,,13.09
2025-05-06T22:02:25.138000,,,624.55,,31.93,,
2025-05-06T22:02:25.139000,,,,,,36.85,
2025-05-06T22:02:25.140000,81.01,,,27.76,,,
2025-05-06T22:02:30.142000,,3.98,,,,,13.23
2025-05-06T22:02:30.143000,,,830.62,,53.78,,
2025-05-06T22:02:30.144000,71.26,,,61.96,,31.05,
2025-05-06T22:02:35.147000,,,,,,,12.53
2025-05-06T22:02:35.148000,,4.64,,,,,
2025-05-06T22:02:35.149000,,,,,59.79,,
2025-05-06T22:02:35.150000,,,716.03,,,38.65,
2025-05-06T22:02:35.151000,59.74,,,65.92,,,
2025-05-06T22:02:40.151000,,3.68,,,,,10.86
2025-05-06T22:02:40.152000,,,964.59,,35.52,,
2025-05-06T22:02:40.153000,46.1,,,,,,
2025-05-06T22:02:40.154000,,,,7.92,,30.14,
2025-05-06T22:02:45.155000,,2.37,,,,,11.09
2025-05-06T22:02:45.156000,,,800.76,,27.56,38.24,
2025-05-06T22:02:45.157000,99.73,,,47.37,,,
2025-05-06T22:02:50.159000,47.67,3.97,658.44,,59.57,25.11,14.02
2025-05-06T22:02:50.160000,,,,6.74,,,
2025-05-06T22:02:55.161000,,3.1,,,,,11.55
2025-05-06T22:02:55.162000,,,,,38.56,,
2025-05-06T22:02:55.163000,,,529.13,,,26.58,
2025-05-06T22:02:55.164000,54.7,,,48.22,,,
2025-05-06T22:03:00.166000,,3.86,,,,,11.89
2025-05-06T22:03:00.167000,,,575.51,,42.18,24.01,
2025-05-06T22:03:00.168000,70.44,,,73.99,,,
2025-05-06T22:03:05.170000,,2.06,,,,,11.38
2025-05-06T22:03:05.171000,,,352.06,,25.42,,
2025-05-06T22:03:05.172000,,,,,,34.3,
2025-05-06T22:03:05.173000,30.16,,,1.55,,,
2025-05-06T22:03:10.173000,,2.35,982.94,,29.29,,11.53
2025-05-06T22:03:10.174000,47.59,,,57.35,,30.8,
2025-05-06T22:03:15.177000,,4.37,,,,,12.62
2025-05-06T22:03:15.182000,32.91,,520.07,,53.06,,
2025-05-06T22:03:15.183000,,,,14.66,,31.56,
2025-05-06T22:03:20.180000,,,,,,,12.4
2025-05-06T22:03:20.181000,,4.4,311.24,,54.79,33.48,
2025-05-06T22:03:20.182000,91.41,,,46.16,,,
2025-05-06T22:03:25.184000,,4.26,,,,,13.72
2025-05-06T22:03:25.185000,,,509.92,,56.77,34.15,
2025-05-06T22:03:25.186000,40.48,,,89.41,,,
2025-05-06T22:03:30.188000,,2.98,,,,,13.8
2025-05-06T22:03:30.189000,,,664.0,,45.42,,
2025-05-06T22:03:30.190000,89.9,,,,,38.36,
2025-05-06T22:03:30.191000,,,,73.51,,,
2025-05-06T22:03:35.193000,,4.41,,,,,12.77
2025-05-06T22:03:35.194000,,,,,57.06,,
2025-05-06T22:03:35.195000,62.42,,354.83,,,20.08,
2025-05-06T22:03:35.196000,,,,28.78,,,
2025-05-06T22:03:40.196000,,4.97,,,70.92,,
2025-05-06T22:03:40.197000,25.94,,372.42,,,35.07,
2025-05-06T22:03:40.198000,,,,29.55,,,13.9
2025-05-06T22:03:45.200000,,3.76,,,,,13.98
2025-05-06T22:03:45.201000,,,,,48.79,,
2025-05-06T22:03:45.202000,,,477.19,,,28.52,
2025-05-06T22:03:45.203000,75.54,,,71.47,,,
2025-05-06T22:03:50.206000,,2.66,,,30.69,,12.69
2025-05-06T22:03:50.207000,,,916.26,,,,
2025-05-06T22:03:50.208000,59.8,,,,,28.55,
2025-05-06T22:03:50.209000,,,,50.17,,,
2025-05-06T22:03:55.210000,,,,,,,14.33
2025-05-06T22:03:55.211000,,4.5,652.48,,67.81,,
2025-05-06T22:03:55.212000,81.13,,,,,38.99,
2025-05-06T22:03:55.213000,,,,62.47,,,
2025-05-06T22:04:00.215000,,,,,,,13.64
2025-05-06T22:04:00.216000,,2.98,,,,,
2025-05-06T22:04:00.217000,,,,,39.13,,
2025-05-06T22:04:00.218000,,,994.77,,,,
2025-05-06T22:04:00.220000,,,,,,34.58,
2025-05-06T22:04:00.221000,21.05,,,,,,
2025-05-06T22:04:00.223000,,,,0.07,,,
2025-05-06T22:04:05.229000,,4.85,,,,,11.29
2025-05-06T22:04:05.230000,,,225.81,,49.79,,
2025-05-06T22:04:05.231000,48.01,,,,,39.02,
2025-05-06T22:04:05.232000,,,,16.11,,,
2025-05-06T22:04:10.232000,,3.98,931.95,,57.43,,13.99
2025-05-06T22:04:10.233000,31.01,,,,,34.13,
2025-05-06T22:04:10.234000,,,,54.69,,,
2025-05-06T22:04:15.237000,,,,,,,11.1
2025-05-06T22:04:15.238000,,2.71,,,,,
2025-05-06T22:04:15.239000,,,441.19,,33.9,,
2025-05-06T22:04:15.246000,,,,,,36.63,
2025-05-06T22:04:15.252000,33.68,,,,,,
2025-05-06T22:04:15.259000,,,,12.07,,,
2025-05-06T22:04:20.262000,,2.83,,,35.32,,10.92
2025-05-06T22:04:20.263000,,,803.8,,,30.17,
2025-05-06T22:04:20.264000,43.13,,,49.65,,,
2025-05-06T22:04:25.266000,,,,,,,11.93
2025-05-06T22:04:25.267000,,3.35,549.57,,37.67,,
2025-05-06T22:04:25.268000,37.05,,,,,26.96,
2025-05-06T22:04:25.269000,,,,3.4,,,
2025-05-06T22:04:30.271000,,,,,,,14.23
2025-05-06T22:04:30.272000,,2.69,667.24,,40.42,,
2025-05-06T22:04:30.273000,65.42,,,,,26.28,
2025-05-06T22:04:30.274000,,,,20.69,,,
2025-05-06T22:04:35.275000,,,,,,,11.83
2025-05-06T22:04:35.276000,,3.56,,,42.74,,
2025-05-06T22:04:35.277000,,,984.7,,,24.04,
2025-05-06T22:04:35.278000,46.45,,,62.02,,,
2025-05-06T22:04:40.278000,,3.79,,,,,11.27
2025-05-06T22:04:40.279000,,,436.55,,47.38,,
2025-05-06T22:04:40.280000,47.78,,,50.83,,24.88,
2025-05-06T22:04:45.282000,,,,,,,10.81
2025-05-06T22:04:45.283000,,2.89,,,33.26,,
2025-05-06T22:04:45.284000,,,426.33,,,29.65,
2025-05-06T22:04:45.285000,44.69,,,72.88,,,
2025-05-06T22:04:50.287000,,3.22,,,,,10.81
2025-05-06T22:04:50.288000,,,439.14,,30.45,26.96,
2025-05-06T22:04:50.289000,99.13,,,72.34,,,
2025-05-06T22:04:55.291000,,,,,,,12.78
2025-05-06T22:04:55.292000,,3.74,,,,,
2025-05-06T22:04:55.293000,,,902.24,,44.61,,
2025-05-06T22:04:55.294000,73.7,,,,,27.74,
2025-05-06T22:04:55.295000,,,,10.14,,,
2025-05-06T22:05:00.297000,,3.2,,,,,14.46
2025-05-06T22:05:00.298000,,,,,50.16,,
2025-05-06T22:05:00.299000,,,230.71,,,21.92,
2025-05-06T22:05:00.300000,97.33,,,31.56,,,
2025-05-06T22:05:05.302000,,4.01,,,,,11.94
2025-05-06T22:05:05.303000,,,373.18,,51.58,28.15,
2025-05-06T22:05:05.304000,31.4,,,78.2,,,
2025-05-06T22:05:10.304000,,2.9,,,,,13.19
2025-05-06T22:05:10.305000,,,598.21,,40.57,,
2025-05-06T22:05:10.306000,81.88,,,6.73,,33.62,
2025-05-06T22:05:15.312000,,4.85,,,,,12.71
2025-05-06T22:05:15.322000,,,566.45,,,26.27,
2025-05-06T22:05:15.325000,,,,,63.5,,
2025-05-06T22:05:15.327000,35.66,,,,,,
2025-05-06T22:05:15.335000,,,,59.56,,,
2025-05-06T22:05:20.336000,,,,,,,12.8
2025-05-06T22:05:20.337000,,2.65,202.03,,37.63,33.02,
2025-05-06T22:05:20.338000,39.26,,,14.28,,,
2025-05-06T22:05:25.339000,,,,,,,10.83
2025-05-06T22:05:25.340000,,3.96,,,40.23,,
2025-05-06T22:05:25.341000,,,298.57,,,25.85,
2025-05-06T22:05:25.342000,94.72,,,77.94,,,
2025-05-06T22:05:30.344000,,2.8,,,,,11.31
2025-05-06T22:05:30.345000,,,482.4,,28.28,24.74,
2025-05-06T22:05:30.346000,93.39,,,85.45,,,
2025-05-06T22:05:35.348000,,,,,,,10.75
2025-05-06T22:05:35.349000,,3.7,,,,,
2025-05-06T22:05:35.350000,,,656.39,,,,
2025-05-06T22:05:35.351000,,,,,35.12,,
2025-05-06T22:05:35.352000,,,,,,20.23,
2025-05-06T22:05:35.353000,58.95,,,22.84,,,
2025-05-06T22:05:40.352000,,3.44,,,41.03,,13.31
2025-05-06T22:05:40.353000,,,258.69,,,37.54,
2025-05-06T22:05:40.354000,77.29,,,80.45,,,
2025-05-06T22:05:45.355000,,2.43,,,,,13.01
2025-05-06T22:05:45.356000,,,662.76,,28.69,,
2025-05-06T22:05:45.357000,97.71,,,,,39.25,
2025-05-06T22:05:45.358000,,,,81.39,,,
2025-05-06T22:05:50.360000,,,,,,,13.25
2025-05-06T22:05:50.361000,,4.61,,,63.5,,
2025-05-06T22:05:50.362000,94.44,,811.98,,,21.1,
2025-05-06T22:05:50.363000,,,,34.14,,,
2025-05-06T22:05:55.364000,,,,,,,12.27
2025-05-06T22:05:55.365000,,4.84,955.98,,64.17,,
2025-05-06T22:05:55.366000,,,,,,31.83,
2025-05-06T22:05:55.367000,69.49,,,30.16,,,
2025-05-06T22:06:00.370000,,2.21,921.61,,26.32,29.15,13.33
2025-05-06T22:06:00.371000,40.2,,,23.75,,,
2025-05-06T22:06:05.372000,,,,,,,13.73
2025-05-06T22:06:05.373000,,2.73,252.47,,37.36,,
2025-05-06T22:06:05.374000,,,,,,24.98,
2025-05-06T22:06:05.375000,,,,80.76,,,
2025-05-06T22:06:05.378000,99.21,,,,,,
2025-05-06T22:06:10.375000,,4.33,,,44.81,,10.59
2025-05-06T22:06:10.376000,,,371.33,,,27.52,
2025-05-06T22:06:10.377000,28.41,,,46.81,,,
2025-05-06T22:06:15.379000,,,,,,,13.56
2025-05-06T22:06:15.380000,,3.46,599.09,,42.92,,
2025-05-06T22:06:15.381000,44.94,,,72.42,,34.25,
2025-05-06T22:06:20.383000,,4.03,,,48.93,,12.04
2025-05-06T22:06:20.384000,,,715.32,,,35.44,
2025-05-06T22:06:20.385000,23.46,,,1.71,,,
2025-05-06T22:06:25.386000,,,,,,,11.95
2025-05-06T22:06:25.387000,,3.73,715.04,,41.97,,
2025-05-06T22:06:25.388000,93.12,,,45.63,,36.21,
2025-05-06T22:06:30.390000,,4.23,,,,,11.16
2025-05-06T22:06:30.391000,64.81,,497.6,,46.25,28.97,
2025-05-06T22:06:30.392000,,,,51.3,,,
2025-05-06T22:06:35.393000,,,,,,,10.52
2025-05-06T22:06:35.394000,,4.55,661.97,,48.33,,
2025-05-06T22:06:35.395000,22.02,,,77.51,,28.56,
2025-05-06T22:06:40.396000,,3.24,497.4,,30.31,,10.85
2025-05-06T22:06:40.397000,32.74,,,68.56,,24.14,
2025-05-06T22:06:45.399000,,2.47,,,31.9,,13.94
2025-05-06T22:06:45.400000,65.87,,514.12,,,24.61,
2025-05-06T22:06:45.401000,,,,70.94,,,
2025-05-06T22:06:50.402000,,3.16,,,35.16,,12.7
2025-05-06T22:06:50.403000,,,311.49,,,38.19,
2025-05-06T22:06:50.404000,95.9,,,12.33,,,
2025-05-06T22:06:55.406000,,2.24,,,,,13.43
2025-05-06T22:06:55.408000,,,,,34.96,,
2025-05-06T22:06:55.409000,,,491.17,,,30.2,
2025-05-06T22:06:55.410000,95.35,,,61.55,,,
2025-05-06T22:07:00.411000,,,,,,,14.07
2025-05-06T22:07:00.412000,,2.49,886.67,,35.62,,
2025-05-06T22:07:00.413000,42.56,,,79.76,,20.97,
2025-05-06T22:07:05.415000,,2.1,,,26.07,,14.01
2025-05-06T22:07:05.416000,,,814.57,,,,
2025-05-06T22:07:05.417000,81.72,,,25.38,,39.43,
2025-05-06T22:07:10.417000,,4.89,,,,,13.49
2025-05-06T22:07:10.418000,29.48,,479.02,,63.87,20.18,
2025-05-06T22:07:10.419000,,,,58.97,,,
2025-05-06T22:07:15.421000,,4.76,,,62.87,,12.63
2025-05-06T22:07:15.432000,50.73,,916.97,87.19,,32.87,
2025-05-06T22:07:20.424000,,4.3,654.69,,62.22,,13.63
2025-05-06T22:07:20.425000,58.68,,,,,32.17,
2025-05-06T22:07:20.426000,,,,37.6,,,
2025-05-06T22:07:25.427000,,2.81,,,,,13.43
2025-05-06T22:07:25.428000,,,914.95,,34.01,31.32,
2025-05-06T22:07:25.429000,58.93,,,,,,
2025-05-06T22:07:25.430000,,,,77.04,,,
2025-05-06T22:07:30.431000,,3.44,,,,,12.63
2025-05-06T22:07:30.432000,,,990.17,,39.72,26.54,
2025-05-06T22:07:30.433000,50.11,,,52.33,,,
2025-05-06T22:07:35.435000,,3.66,,,,,12.72
2025-05-06T22:07:35.436000,,,550.9,,49.34,36.79,
2025-05-06T22:07:35.437000,54.56,,,,,,
2025-05-06T22:07:35.438000,,,,72.85,,,
2025-05-06T22:07:40.438000,,2.99,,,,,12.05
2025-05-06T22:07:40.439000,,,939.0,,39.4,,
2025-05-06T22:07:40.440000,66.04,,,14.29,,28.53,
2025-05-06T22:07:45.442000,,2.41,,,28.29,,12.64
2025-05-06T22:07:45.443000,,,823.6,,,,
2025-05-06T22:07:45.444000,,,,,,25.75,
2025-05-06T22:07:45.445000,91.27,,,,,,
2025-05-06T22:07:45.446000,,,,58.27,,,
2025-05-06T22:07:50.448000,,2.6,,,29.99,,11.98
2025-05-06T22:07:50.449000,,,333.04,,,,
2025-05-06T22:07:50.450000,66.71,,,,,32.73,
2025-05-06T22:07:50.451000,,,,4.64,,,
2025-05-06T22:07:55.452000,,4.72,,,,,10.86
2025-05-06T22:07:55.453000,,,563.23,,50.36,,
2025-05-06T22:07:55.454000,20.08,,,28.27,,24.59,
2025-05-06T22:08:00.456000,,4.45,,,65.59,,14.31
2025-05-06T22:08:00.457000,,,225.43,,,33.38,
2025-05-06T22:08:00.458000,97.36,,,68.02,,,
2025-05-06T22:08:05.461000,,2.79,,,42.05,,14.09
2025-05-06T22:08:05.462000,37.55,,677.95,,,26.68,
2025-05-06T22:08:05.463000,,,,46.72,,,
2025-05-06T22:08:10.460000,,4.04,,,60.27,,14.49
2025-05-06T22:08:10.461000,,,487.26,,,33.1,
2025-05-06T22:08:10.462000,54.04,,,63.59,,,
2025-05-06T22:08:15.464000,,4.61,364.89,,52.34,,12.32
2025-05-06T22:08:15.465000,87.64,,,27.97,,28.25,
2025-05-06T22:08:20.467000,,2.66,,,25.1,,10.58
2025-05-06T22:08:20.468000,39.95,,964.69,,,31.56,
2025-05-06T22:08:20.469000,,,,32.85,,,
2025-05-06T22:08:25.470000,,2.29,868.34,,32.51,,13.23
2025-05-06T22:08:25.471000,58.82,,,10.32,,23.9,
2025-05-06T22:08:30.473000,,,,,,,11.33
2025-05-06T22:08:30.474000,,2.11,,,,,
2025-05-06T22:08:30.476000,,,,,24.06,,
2025-05-06T22:08:30.477000,,,414.35,,,31.99,
2025-05-06T22:08:30.478000,80.57,,,78.81,,,
2025-05-06T22:08:35.480000,,4.38,,,,,12.93
2025-05-06T22:08:35.481000,,,263.67,,52.59,32.17,
2025-05-06T22:08:35.482000,68.11,,,68.01,,,
2025-05-06T22:08:40.484000,,3.22,,,,,12.65
2025-05-06T22:08:40.485000,,,281.08,,43.11,22.92,
2025-05-06T22:08:40.486000,51.46,,,41.0,,,
2025-05-06T22:08:45.489000,,2.78,438.05,,41.92,,13.34
2025-05-06T22:08:45.490000,44.36,,,49.06,,31.01,
2025-05-06T22:08:50.492000,,3.26,822.27,,31.72,,10.75
2025-05-06T22:08:50.493000,66.03,,,23.79,,24.59,
2025-05-06T22:08:55.495000,,2.03,,,,,12.78
2025-05-06T22:08:55.496000,96.79,,706.26,,30.76,28.83,
2025-05-06T22:08:55.497000,,,,32.2,,,
2025-05-06T22:09:00.499000,,2.01,,,24.69,,10.86
2025-05-06T22:09:00.501000,68.61,,440.92,52.48,,28.5,
2025-05-06T22:09:05.503000,,2.79,,,,,12.1
2025-05-06T22:09:05.504000,,,277.81,,30.88,,
2025-05-06T22:09:05.505000,29.78,,,24.63,,38.19,
2025-05-06T22:09:10.505000,,3.09,,,,,11.94
2025-05-06T22:09:10.506000,,,620.75,,39.75,,
2025-05-06T22:09:10.507000,96.08,,,58.89,,38.05,
2025-05-06T22:09:15.509000,,3.58,,,,,10.96
2025-05-06T22:09:15.511000,49.76,,657.53,17.65,40.57,24.95,
2025-05-06T22:09:20.512000,,,,,,,14.22
2025-05-06T22:09:20.513000,,2.88,848.93,,38.77,27.39,
2025-05-06T22:09:20.514000,33.6,,,16.88,,,
2025-05-06T22:09:25.516000,,4.28,,,44.74,,11.25
2025-05-06T22:09:25.517000,89.59,,788.51,44.4,,29.32,
2025-05-06T22:09:30.519000,,4.69,491.91,,67.25,,14.31
2025-05-06T22:09:30.520000,67.84,,,,,29.67,
2025-05-06T22:09:30.521000,,,,13.81,,,
2025-05-06T22:09:35.522000,,3.84,,,,,14.29
2025-05-06T22:09:35.523000,,,922.88,,51.71,,
2025-05-06T22:09:35.524000,24.51,,,54.07,,32.39,
2025-05-06T22:09:40.523000,,,,,,,11.3
2025-05-06T22:09:40.524000,,2.8,,,29.37,,
2025-05-06T22:09:40.525000,,,496.29,,,22.63,
2025-05-06T22:09:40.526000,65.98,,,31.61,,,
2025-05-06T22:09:45.528000,,4.47,,,,,13.24
2025-05-06T22:09:45.531000,83.67,,246.5,63.99,56.25,30.77,
2025-05-06T22:09:50.532000,,2.32,,,26.03,,11.56
2025-05-06T22:09:50.533000,,,585.13,,,23.93,
2025-05-06T22:09:50.534000,54.59,,,66.63,,,
2025-05-06T22:09:55.535000,,2.04,,,,,11.75
2025-05-06T22:09:55.536000,67.62,,648.61,,23.47,26.69,
2025-05-06T22:09:55.537000,,,,45.88,,,
2025-05-06T22:10:00.538000,,2.08,,,,,12.43
2025-05-06T22:10:00.539000,,,649.91,,30.45,37.47,
2025-05-06T22:10:00.540000,68.03,,,23.01,,,
2025-05-06T22:10:05.542000,,,,,,,10.77
2025-05-06T22:10:05.543000,,4.0,,,47.4,,
2025-05-06T22:10:05.544000,,,851.62,,,34.44,
2025-05-06T22:10:05.545000,57.68,,,40.79,,,
2025-05-06T22:10:10.545000,,3.96,364.54,,41.38,,10.63
2025-05-06T22:10:10.546000,59.33,,,,,28.61,
2025-05-06T22:10:10.547000,,,,46.16,,,
2025-05-06T22:10:15.549000,,3.88,316.4,,40.97,36.75,10.93
2025-05-06T22:10:15.550000,25.84,,,4.95,,,
2025-05-06T22:10:20.552000,,3.43,,,,,11.73
2025-05-06T22:10:20.553000,,,706.02,,39.4,,
2025-05-06T22:10:20.554000,50.11,,,84.27,,37.03,
2025-05-06T22:10:25.556000,,2.65,,,36.28,,12.12
2025-05-06T22:10:25.557000,,,237.05,,,22.57,
2025-05-06T22:10:25.558000,71.73,,,35.31,,,
2025-05-06T22:10:30.559000,,2.83,,,28.4,,10.64
2025-05-06T22:10:30.560000,24.2,,925.63,84.43,,24.6,
2025-05-06T22:10:35.563000,,3.66,,,45.88,,12.6
2025-05-06T22:10:35.564000,95.99,,406.51,,,34.33,
2025-05-06T22:10:35.565000,,,,70.47,,,
2025-05-06T22:10:40.563000,,3.69,,,,,13.88
2025-05-06T22:10:40.564000,98.63,,965.97,,51.97,21.23,
2025-05-06T22:10:40.565000,,,,25.64,,,
2025-05-06T22:10:45.567000,,2.47,,,,,11.22
2025-05-06T22:10:45.568000,,,696.86,,24.79,37.88,
2025-05-06T22:10:45.569000,50.86,,,39.37,,,
2025-05-06T22:10:50.571000,,3.75,672.65,,44.55,21.02,13.09
